patent_id	patent_type	patent_date	patent_title	wipo_kind	num_claims	withdrawn
5000031	utility	7/5/2005	Masks / reticles method and apparatus	B2	17	0
5000032	utility	2/10/2005	Photoresist / process method and apparatus	B2	10	0
5000033	utility	9/30/2005	Photoresist / process method and apparatus	B2	12	0
5000034	utility	3/26/2005	Photoresist / process method and apparatus	B2	16	0
5000035	utility	4/19/2005	EUV masks method and apparatus	B2	25	0
5000036	utility	6/9/2005	Masks / reticles method and apparatus	B2	20	0
5000037	utility	9/22/2005	EUV masks method and apparatus	B2	22	0
5000038	utility	10/29/2005	Photoresist / process method and apparatus	B2	15	0
5000039	utility	1/17/2005	EUV masks method and apparatus	B2	18	0
5000040	utility	9/6/2005	EUV masks method and apparatus	B2	14	0
5000041	utility	8/31/2005	EUV masks method and apparatus	B2	21	0
5000042	utility	7/1/2005	Photoresist / process method and apparatus	B2	21	0
5000043	utility	11/27/2005	Photoresist / process method and apparatus	B2	11	0
5000044	utility	2/25/2005	Photoresist / process method and apparatus	B2	15	0
5000045	utility	4/4/2005	Resist coating method and apparatus	B2	16	0
5000046	utility	1/26/2005	Exposure; illumination method and apparatus	B2	28	0
5000047	utility	5/2/2005	Exposure; illumination method and apparatus	B2	13	0
5000048	utility	7/25/2005	Exposure; illumination method and apparatus	B2	9	0
5000049	utility	5/16/2005	Exposure; illumination method and apparatus	B2	22	0
5000050	utility	6/1/2005	Exposure; illumination method and apparatus	B2	14	0
5000051	utility	1/30/2005	Exposure; illumination method and apparatus	B2	9	0
5000052	utility	2/5/2005	Exposure; illumination method and apparatus	B2	27	0
5000053	utility	10/19/2005	Exposure; illumination method and apparatus	B2	15	0
5000054	utility	8/3/2005	Exposure; illumination method and apparatus	B2	29	0
5000055	utility	5/14/2005	Exposure; illumination method and apparatus	B2	14	0
5000056	utility	7/22/2005	Exposure; illumination method and apparatus	B2	12	0
5000057	utility	2/7/2005	Exposure; illumination method and apparatus	B2	8	0
5000058	utility	2/7/2005	Exposure; illumination method and apparatus	B2	25	0
5000059	utility	6/28/2005	Photoresist / process method and apparatus	B2	10	0
5000060	utility	8/13/2005	Photoresist / process method and apparatus	B2	25	0
5000061	utility	10/11/2005	Masks / reticles method and apparatus	B2	17	0
5000062	utility	3/10/2005	Masks / reticles method and apparatus	B2	16	0
5000063	utility	3/21/2005	Masks / reticles method and apparatus	B2	16	0
5000064	utility	5/16/2006	Exposure; illumination method and apparatus	B2	24	0
5000065	utility	8/5/2006	Exposure apparatus method and apparatus	B2	16	0
5000066	utility	11/23/2006	Alignment / registration method and apparatus	B2	16	0
5000067	utility	8/7/2006	Exposure; illumination method and apparatus	B2	25	0
5000068	utility	12/20/2006	EUV masks method and apparatus	B2	12	0
5000069	utility	3/17/2006	Exposure; illumination method and apparatus	B2	21	0
5000070	utility	1/21/2006	Exposure apparatus method and apparatus	B2	19	0
5000071	utility	7/1/2006	Alignment / registration method and apparatus	B2	25	0
5000072	utility	3/21/2006	EUV masks method and apparatus	B2	15	0
5000073	utility	1/13/2006	Resist coating method and apparatus	B2	13	0
5000074	utility	7/30/2006	Exposure; illumination method and apparatus	B2	29	0
5000075	utility	12/26/2006	Exposure apparatus method and apparatus	B2	11	0
5000076	utility	4/24/2006	Resist coating method and apparatus	B2	14	0
5000077	utility	4/27/2006	Exposure apparatus method and apparatus	B2	15	0
5000078	utility	5/23/2006	Exposure apparatus method and apparatus	B2	10	0
5000079	utility	10/2/2006	Exposure; illumination method and apparatus	B2	18	0
5000080	utility	5/14/2006	Alignment / registration method and apparatus	B2	13	0
5000081	utility	11/2/2006	Exposure apparatus method and apparatus	B2	21	0
5000082	utility	9/19/2006	Exposure apparatus method and apparatus	B2	11	0
5000083	utility	1/23/2006	Exposure apparatus method and apparatus	B2	30	0
5000084	utility	10/3/2006	Alignment / registration method and apparatus	B2	29	0
5000085	utility	4/11/2006	Exposure; illumination method and apparatus	B2	19	0
5000086	utility	11/16/2006	Exposure; illumination method and apparatus	B2	18	0
5000087	utility	6/3/2006	Exposure; illumination method and apparatus	B2	24	0
5000088	utility	12/23/2006	Exposure apparatus method and apparatus	B2	17	0
5000089	utility	7/14/2006	Exposure apparatus method and apparatus	B2	29	0
5000090	utility	6/4/2006	Exposure; illumination method and apparatus	B2	20	0
5000091	utility	4/18/2006	Exposure apparatus method and apparatus	B2	21	0
5000092	utility	8/27/2006	Exposure; illumination method and apparatus	B2	22	0
5000093	utility	3/28/2006	Exposure apparatus method and apparatus	B2	29	0
5000094	utility	11/14/2006	Exposure; illumination method and apparatus	B2	18	0
5000095	utility	1/13/2006	Masks / reticles method and apparatus	B2	9	0
5000096	utility	2/7/2006	EUV masks method and apparatus	B2	22	0
5000097	utility	12/23/2006	EUV masks method and apparatus	B2	20	0
5000098	utility	12/19/2006	Masks / reticles method and apparatus	B2	8	0
5000099	utility	4/23/2006	Photoresist / process method and apparatus	B2	13	0
5000100	utility	3/4/2006	EUV masks method and apparatus	B2	22	0
5000101	utility	10/14/2006	Photoresist / process method and apparatus	B2	27	0
5000102	utility	9/16/2006	Photoresist / process method and apparatus	B2	21	0
5000103	utility	9/1/2006	Photoresist / process method and apparatus	B2	22	0
5000104	utility	5/22/2006	Photoresist / process method and apparatus	B2	24	0
5000105	utility	2/9/2006	Resist coating method and apparatus	B2	30	0
5000106	utility	10/4/2006	Resist coating method and apparatus	B2	10	0
5000107	utility	8/1/2006	Resist coating method and apparatus	B2	21	0
5000108	utility	4/16/2006	Resist coating method and apparatus	B2	21	0
5000109	utility	10/22/2006	Photoresist / process method and apparatus	B2	20	0
5000110	utility	7/19/2006	Exposure; illumination method and apparatus	B2	21	0
5000111	utility	5/20/2006	Exposure; illumination method and apparatus	B2	21	0
5000112	utility	12/14/2006	Exposure; illumination method and apparatus	B2	20	0
5000113	utility	11/15/2006	Exposure; illumination method and apparatus	B2	25	0
5000114	utility	12/6/2006	Exposure; illumination method and apparatus	B2	8	0
5000115	utility	7/14/2006	Exposure; illumination method and apparatus	B2	18	0
5000116	utility	7/14/2006	Exposure; illumination method and apparatus	B2	16	0
5000117	utility	2/11/2006	Exposure; illumination method and apparatus	B2	23	0
5000118	utility	6/29/2006	Exposure; illumination method and apparatus	B2	15	0
5000119	utility	1/16/2006	Exposure; illumination method and apparatus	B2	15	0
5000120	utility	5/3/2006	Exposure; illumination method and apparatus	B2	12	0
5000121	utility	4/22/2006	Photoresist / process method and apparatus	B2	22	0
5000122	utility	11/7/2006	Photoresist / process method and apparatus	B2	30	0
5000123	utility	2/25/2006	Masks / reticles method and apparatus	B2	26	0
5000124	utility	7/12/2006	Photoresist / process method and apparatus	B2	20	0
5000125	utility	12/20/2006	Photoresist / process method and apparatus	B2	28	0
5000126	utility	11/4/2006	Masks / reticles method and apparatus	B2	11	0
5000127	utility	9/17/2007	Exposure apparatus method and apparatus	B2	28	0
5000128	utility	2/24/2007	Alignment / registration method and apparatus	B2	21	0
5000129	utility	8/11/2007	Alignment / registration method and apparatus	B2	13	0
5000130	utility	10/3/2007	Exposure; illumination method and apparatus	B2	23	0
5000131	utility	5/6/2007	Exposure apparatus method and apparatus	B2	10	0
5000132	utility	8/26/2007	Exposure apparatus method and apparatus	B2	26	0
5000133	utility	9/11/2007	Exposure apparatus method and apparatus	B2	18	0
5000134	utility	5/13/2007	Exposure apparatus method and apparatus	B2	18	0
5000135	utility	9/22/2007	Exposure; illumination method and apparatus	B2	14	0
5000136	utility	5/4/2007	Exposure apparatus method and apparatus	B2	30	0
5000137	utility	1/9/2007	Exposure apparatus method and apparatus	B2	10	0
5000138	utility	6/6/2007	Exposure; illumination method and apparatus	B2	29	0
5000139	utility	6/26/2007	Exposure; illumination method and apparatus	B2	21	0
5000140	utility	12/26/2007	Exposure apparatus method and apparatus	B2	22	0
5000141	utility	4/9/2007	Exposure apparatus method and apparatus	B2	18	0
5000142	utility	12/20/2007	Resist coating method and apparatus	B2	13	0
5000143	utility	10/29/2007	Exposure apparatus method and apparatus	B2	24	0
5000144	utility	6/1/2007	Resist coating method and apparatus	B2	15	0
5000145	utility	10/1/2007	Exposure apparatus method and apparatus	B2	12	0
5000146	utility	12/24/2007	Exposure; illumination method and apparatus	B2	12	0
5000147	utility	1/7/2007	Exposure apparatus method and apparatus	B2	26	0
5000148	utility	9/2/2007	Exposure apparatus method and apparatus	B2	11	0
5000149	utility	10/23/2007	Exposure apparatus method and apparatus	B2	28	0
5000150	utility	10/16/2007	Exposure apparatus method and apparatus	B2	17	0
5000151	utility	8/2/2007	Exposure apparatus method and apparatus	B2	27	0
5000152	utility	9/25/2007	Exposure apparatus method and apparatus	B2	20	0
5000153	utility	10/29/2007	Exposure apparatus method and apparatus	B2	21	0
5000154	utility	2/20/2007	Exposure apparatus method and apparatus	B2	14	0
5000155	utility	3/22/2007	Exposure; illumination method and apparatus	B2	15	0
5000156	utility	7/29/2007	Exposure apparatus method and apparatus	B2	22	0
5000157	utility	4/29/2007	Exposure apparatus method and apparatus	B2	17	0
5000158	utility	2/6/2007	Exposure; illumination method and apparatus	B2	29	0
5000159	utility	11/17/2007	Exposure; illumination method and apparatus	B2	26	0
5000160	utility	10/6/2007	Exposure apparatus method and apparatus	B2	15	0
5000161	utility	2/6/2007	Exposure; illumination method and apparatus	B2	9	0
5000162	utility	10/19/2007	Exposure; illumination method and apparatus	B2	17	0
5000163	utility	12/25/2007	Exposure; illumination method and apparatus	B2	20	0
5000164	utility	8/13/2007	Exposure apparatus method and apparatus	B2	10	0
5000165	utility	4/28/2007	Masks / reticles method and apparatus	B2	29	0
5000166	utility	1/11/2007	EUV masks method and apparatus	B2	29	0
5000167	utility	3/31/2007	Masks / reticles method and apparatus	B2	23	0
5000168	utility	4/3/2007	Alignment / registration method and apparatus	B2	26	0
5000169	utility	6/14/2007	EUV masks method and apparatus	B2	29	0
5000170	utility	12/22/2007	EUV masks method and apparatus	B2	23	0
5000171	utility	10/9/2007	Alignment / registration method and apparatus	B2	9	0
5000172	utility	3/1/2007	EUV masks method and apparatus	B2	20	0
5000173	utility	10/5/2007	Photoresist / process method and apparatus	B2	22	0
5000174	utility	11/15/2007	Photoresist / process method and apparatus	B2	23	0
5000175	utility	10/9/2007	EUV masks method and apparatus	B2	12	0
5000176	utility	9/6/2007	Alignment / registration method and apparatus	B2	11	0
5000177	utility	6/9/2007	Photoresist / process method and apparatus	B2	25	0
5000178	utility	2/28/2007	Resist coating method and apparatus	B2	22	0
5000179	utility	5/30/2007	Resist coating method and apparatus	B2	24	0
5000180	utility	8/30/2007	Photoresist / process method and apparatus	B2	15	0
5000181	utility	3/11/2007	Exposure; illumination method and apparatus	B2	10	0
5000182	utility	9/17/2007	Exposure; illumination method and apparatus	B2	16	0
5000183	utility	10/28/2007	Exposure; illumination method and apparatus	B2	26	0
5000184	utility	8/17/2007	Exposure; illumination method and apparatus	B2	25	0
5000185	utility	10/6/2007	Exposure; illumination method and apparatus	B2	20	0
5000186	utility	12/24/2007	Exposure; illumination method and apparatus	B2	15	0
5000187	utility	7/30/2007	Exposure; illumination method and apparatus	B2	9	0
5000188	utility	7/15/2007	Exposure; illumination method and apparatus	B2	20	0
5000189	utility	1/19/2007	Exposure; illumination method and apparatus	B2	12	0
5000190	utility	9/27/2007	Exposure; illumination method and apparatus	B2	22	0
5000191	utility	12/2/2007	Exposure; illumination method and apparatus	B2	12	0
5000192	utility	12/21/2007	Exposure; illumination method and apparatus	B2	20	0
5000193	utility	10/1/2007	Exposure; illumination method and apparatus	B2	20	0
5000194	utility	9/7/2007	Exposure; illumination method and apparatus	B2	25	0
5000195	utility	12/17/2007	Exposure; illumination method and apparatus	B2	17	0
5000196	utility	2/20/2007	Exposure; illumination method and apparatus	B2	28	0
5000197	utility	12/22/2007	Exposure; illumination method and apparatus	B2	17	0
5000198	utility	1/29/2007	Exposure; illumination method and apparatus	B2	17	0
5000199	utility	4/2/2008	Exposure; illumination method and apparatus	B2	13	0
5000200	utility	5/3/2008	Exposure; illumination method and apparatus	B2	23	0
5000201	utility	11/22/2008	Exposure apparatus method and apparatus	B2	16	0
5000202	utility	8/26/2008	EUV masks method and apparatus	B2	17	0
5000203	utility	6/25/2008	Exposure apparatus method and apparatus	B2	26	0
5000204	utility	8/21/2008	Alignment / registration method and apparatus	B2	17	0
5000205	utility	2/24/2008	Alignment / registration method and apparatus	B2	15	0
5000206	utility	12/24/2008	Exposure; illumination method and apparatus	B2	17	0
5000207	utility	10/16/2008	Exposure apparatus method and apparatus	B2	29	0
5000208	utility	9/11/2008	EUV masks method and apparatus	B2	17	0
5000209	utility	6/29/2008	Exposure; illumination method and apparatus	B2	15	0
5000210	utility	12/3/2008	Alignment / registration method and apparatus	B2	29	0
5000211	utility	11/26/2008	EUV masks method and apparatus	B2	9	0
5000212	utility	7/5/2008	Exposure apparatus method and apparatus	B2	12	0
5000213	utility	7/31/2008	Exposure apparatus method and apparatus	B2	13	0
5000214	utility	7/6/2008	Resist coating method and apparatus	B2	24	0
5000215	utility	5/11/2008	Resist coating method and apparatus	B2	23	0
5000216	utility	6/22/2008	Exposure; illumination method and apparatus	B2	11	0
5000217	utility	4/25/2008	Exposure apparatus method and apparatus	B2	29	0
5000218	utility	10/12/2008	Resist coating method and apparatus	B2	19	0
5000219	utility	10/1/2008	Exposure apparatus method and apparatus	B2	11	0
5000220	utility	5/14/2008	Exposure; illumination method and apparatus	B2	26	0
5000221	utility	2/25/2008	Resist coating method and apparatus	B2	29	0
5000222	utility	10/14/2008	Exposure; illumination method and apparatus	B2	18	0
5000223	utility	11/21/2008	Exposure; illumination method and apparatus	B2	22	0
5000224	utility	2/29/2008	Exposure; illumination method and apparatus	B2	12	0
5000225	utility	9/9/2008	Exposure apparatus method and apparatus	B2	11	0
5000226	utility	12/22/2008	Exposure; illumination method and apparatus	B2	25	0
5000227	utility	7/31/2008	Exposure; illumination method and apparatus	B2	28	0
5000228	utility	5/23/2008	Exposure; illumination method and apparatus	B2	9	0
5000229	utility	4/30/2008	Exposure apparatus method and apparatus	B2	19	0
5000230	utility	11/26/2008	Exposure apparatus method and apparatus	B2	19	0
5000231	utility	3/3/2008	Exposure apparatus method and apparatus	B2	22	0
5000232	utility	11/1/2008	Exposure; illumination method and apparatus	B2	8	0
5000233	utility	3/5/2008	Exposure apparatus method and apparatus	B2	26	0
5000234	utility	4/20/2008	Exposure apparatus method and apparatus	B2	15	0
5000235	utility	11/1/2008	Exposure; illumination method and apparatus	B2	8	0
5000236	utility	10/3/2008	Alignment / registration method and apparatus	B2	16	0
5000237	utility	1/14/2008	Exposure; illumination method and apparatus	B2	12	0
5000238	utility	1/9/2008	Exposure; illumination method and apparatus	B2	13	0
5000239	utility	9/26/2008	Exposure; illumination method and apparatus	B2	11	0
5000240	utility	7/4/2008	Exposure apparatus method and apparatus	B2	24	0
5000241	utility	11/10/2008	Exposure apparatus method and apparatus	B2	9	0
5000242	utility	8/22/2008	Exposure apparatus method and apparatus	B2	28	0
5000243	utility	7/24/2008	Exposure; illumination method and apparatus	B2	21	0
5000244	utility	8/15/2008	Exposure; illumination method and apparatus	B2	10	0
5000245	utility	2/3/2008	Exposure; illumination method and apparatus	B2	12	0
5000246	utility	12/30/2008	Exposure; illumination method and apparatus	B2	18	0
5000247	utility	8/20/2008	Exposure apparatus method and apparatus	B2	24	0
5000248	utility	2/28/2008	Exposure; illumination method and apparatus	B2	28	0
5000249	utility	4/20/2008	Exposure; illumination method and apparatus	B2	21	0
5000250	utility	8/20/2008	Exposure apparatus method and apparatus	B2	20	0
5000251	utility	3/19/2008	Masks / reticles method and apparatus	B2	29	0
5000252	utility	2/13/2008	Masks / reticles method and apparatus	B2	10	0
5000253	utility	3/7/2008	Photoresist / process method and apparatus	B2	25	0
5000254	utility	12/9/2008	EUV masks method and apparatus	B2	11	0
5000255	utility	8/4/2008	Photoresist / process method and apparatus	B2	9	0
5000256	utility	2/23/2008	Masks / reticles method and apparatus	B2	26	0
5000257	utility	4/24/2008	EUV masks method and apparatus	B2	11	0
5000258	utility	5/22/2008	EUV masks method and apparatus	B2	26	0
5000259	utility	11/14/2008	Photoresist / process method and apparatus	B2	27	0
5000260	utility	12/2/2008	Masks / reticles method and apparatus	B2	30	0
5000261	utility	6/7/2008	Masks / reticles method and apparatus	B2	18	0
5000262	utility	3/13/2008	EUV masks method and apparatus	B2	28	0
5000263	utility	4/20/2008	Alignment / registration method and apparatus	B2	20	0
5000264	utility	6/8/2008	EUV masks method and apparatus	B2	18	0
5000265	utility	3/20/2008	Alignment / registration method and apparatus	B2	13	0
5000266	utility	5/19/2008	Photoresist / process method and apparatus	B2	22	0
5000267	utility	7/31/2008	Photoresist / process method and apparatus	B2	16	0
5000268	utility	2/26/2008	EUV masks method and apparatus	B2	17	0
5000269	utility	6/6/2008	Photoresist / process method and apparatus	B2	9	0
5000270	utility	6/3/2008	Resist coating method and apparatus	B2	14	0
5000271	utility	3/2/2008	Resist coating method and apparatus	B2	8	0
5000272	utility	9/13/2008	Photoresist / process method and apparatus	B2	25	0
5000273	utility	1/22/2008	Resist coating method and apparatus	B2	21	0
5000274	utility	10/21/2008	Photoresist / process method and apparatus	B2	21	0
5000275	utility	7/26/2008	Resist coating method and apparatus	B2	8	0
5000276	utility	11/12/2008	Photoresist / process method and apparatus	B2	22	0
5000277	utility	2/24/2008	Resist coating method and apparatus	B2	15	0
5000278	utility	7/21/2008	Exposure; illumination method and apparatus	B2	17	0
5000279	utility	3/27/2008	Exposure; illumination method and apparatus	B2	10	0
5000280	utility	4/9/2008	Exposure; illumination method and apparatus	B2	19	0
5000281	utility	3/15/2008	Exposure; illumination method and apparatus	B2	16	0
5000282	utility	12/1/2008	Exposure; illumination method and apparatus	B2	10	0
5000283	utility	10/15/2008	Exposure; illumination method and apparatus	B2	26	0
5000284	utility	11/17/2008	Exposure; illumination method and apparatus	B2	18	0
5000285	utility	11/19/2008	Exposure; illumination method and apparatus	B2	17	0
5000286	utility	1/20/2008	Exposure; illumination method and apparatus	B2	9	0
5000287	utility	2/16/2008	Exposure; illumination method and apparatus	B2	27	0
5000288	utility	10/10/2008	Exposure; illumination method and apparatus	B2	9	0
5000289	utility	6/13/2008	Exposure; illumination method and apparatus	B2	27	0
5000290	utility	8/18/2008	Masks / reticles method and apparatus	B2	11	0
5000291	utility	2/13/2008	Masks / reticles method and apparatus	B2	24	0
5000292	utility	8/12/2008	Photoresist / process method and apparatus	B2	22	0
5000293	utility	5/24/2008	Photoresist / process method and apparatus	B2	20	0
5000294	utility	1/27/2008	Masks / reticles method and apparatus	B2	28	0
5000295	utility	10/12/2008	Photoresist / process method and apparatus	B2	29	0
5000296	utility	3/18/2009	EUV masks method and apparatus	B2	18	0
5000297	utility	6/8/2009	EUV masks method and apparatus	B2	28	0
5000298	utility	12/29/2009	Exposure apparatus method and apparatus	B2	10	0
5000299	utility	6/18/2009	Exposure; illumination method and apparatus	B2	12	0
5000300	utility	8/5/2009	Exposure; illumination method and apparatus	B2	24	0
5000301	utility	4/20/2009	Exposure apparatus method and apparatus	B2	18	0
5000302	utility	3/12/2009	Exposure apparatus method and apparatus	B2	12	0
5000303	utility	10/4/2009	Exposure; illumination method and apparatus	B2	24	0
5000304	utility	11/13/2009	EUV masks method and apparatus	B2	12	0
5000305	utility	12/21/2009	Exposure apparatus method and apparatus	B2	27	0
5000306	utility	1/23/2009	Alignment / registration method and apparatus	B2	21	0
5000307	utility	11/9/2009	EUV masks method and apparatus	B2	17	0
5000308	utility	5/3/2009	Exposure apparatus method and apparatus	B2	17	0
5000309	utility	4/10/2009	Resist coating method and apparatus	B2	19	0
5000310	utility	8/25/2009	Resist coating method and apparatus	B2	17	0
5000311	utility	3/24/2009	Exposure; illumination method and apparatus	B2	14	0
5000312	utility	1/27/2009	Resist coating method and apparatus	B2	28	0
5000313	utility	2/22/2009	Exposure; illumination method and apparatus	B2	30	0
5000314	utility	3/24/2009	Exposure apparatus method and apparatus	B2	16	0
5000315	utility	4/24/2009	Alignment / registration method and apparatus	B2	22	0
5000316	utility	7/22/2009	Exposure apparatus method and apparatus	B2	24	0
5000317	utility	7/11/2009	Alignment / registration method and apparatus	B2	15	0
5000318	utility	11/29/2009	Alignment / registration method and apparatus	B2	18	0
5000319	utility	8/30/2009	Exposure apparatus method and apparatus	B2	30	0
5000320	utility	11/12/2009	Exposure apparatus method and apparatus	B2	8	0
5000321	utility	3/18/2009	Exposure apparatus method and apparatus	B2	25	0
5000322	utility	2/26/2009	Exposure; illumination method and apparatus	B2	17	0
5000323	utility	8/3/2009	Exposure apparatus method and apparatus	B2	28	0
5000324	utility	9/13/2009	Exposure apparatus method and apparatus	B2	27	0
5000325	utility	5/4/2009	Exposure; illumination method and apparatus	B2	30	0
5000326	utility	6/30/2009	Exposure apparatus method and apparatus	B2	15	0
5000327	utility	2/13/2009	Exposure; illumination method and apparatus	B2	24	0
5000328	utility	10/6/2009	Exposure; illumination method and apparatus	B2	24	0
5000329	utility	7/19/2009	Exposure apparatus method and apparatus	B2	23	0
5000330	utility	5/10/2009	Exposure; illumination method and apparatus	B2	8	0
5000331	utility	12/3/2009	Exposure apparatus method and apparatus	B2	28	0
5000332	utility	6/20/2009	Exposure; illumination method and apparatus	B2	12	0
5000333	utility	11/26/2009	Exposure apparatus method and apparatus	B2	13	0
5000334	utility	12/23/2009	Exposure apparatus method and apparatus	B2	23	0
5000335	utility	8/23/2009	Exposure apparatus method and apparatus	B2	9	0
5000336	utility	1/22/2009	Exposure; illumination method and apparatus	B2	18	0
5000337	utility	10/6/2009	Exposure apparatus method and apparatus	B2	23	0
5000338	utility	7/2/2009	Exposure apparatus method and apparatus	B2	9	0
5000339	utility	7/8/2009	Exposure apparatus method and apparatus	B2	21	0
5000340	utility	4/6/2009	EUV masks method and apparatus	B2	23	0
5000341	utility	9/23/2009	Photoresist / process method and apparatus	B2	16	0
5000342	utility	8/9/2009	EUV masks method and apparatus	B2	27	0
5000343	utility	6/14/2009	EUV masks method and apparatus	B2	11	0
5000344	utility	8/17/2009	Masks / reticles method and apparatus	B2	27	0
5000345	utility	6/29/2009	Photoresist / process method and apparatus	B2	22	0
5000346	utility	8/11/2009	EUV masks method and apparatus	B2	16	0
5000347	utility	11/23/2009	Masks / reticles method and apparatus	B2	20	0
5000348	utility	11/8/2009	EUV masks method and apparatus	B2	29	0
5000349	utility	5/1/2009	EUV masks method and apparatus	B2	28	0
5000350	utility	8/19/2009	Resist coating method and apparatus	B2	19	0
5000351	utility	9/29/2009	Resist coating method and apparatus	B2	19	0
5000352	utility	2/28/2009	Resist coating method and apparatus	B2	8	0
5000353	utility	10/15/2009	Resist coating method and apparatus	B2	11	0
5000354	utility	4/20/2009	Photoresist / process method and apparatus	B2	27	0
5000355	utility	3/11/2009	Resist coating method and apparatus	B2	10	0
5000356	utility	12/16/2009	Exposure; illumination method and apparatus	B2	18	0
5000357	utility	5/29/2009	Exposure; illumination method and apparatus	B2	17	0
5000358	utility	9/18/2009	Exposure; illumination method and apparatus	B2	15	0
5000359	utility	5/2/2009	Exposure; illumination method and apparatus	B2	23	0
5000360	utility	10/10/2009	Exposure; illumination method and apparatus	B2	12	0
5000361	utility	9/3/2009	Exposure; illumination method and apparatus	B2	24	0
5000362	utility	2/7/2009	Exposure; illumination method and apparatus	B2	12	0
5000363	utility	8/27/2009	Exposure; illumination method and apparatus	B2	29	0
5000364	utility	10/10/2009	Exposure; illumination method and apparatus	B2	28	0
5000365	utility	1/29/2009	Exposure; illumination method and apparatus	B2	11	0
5000366	utility	6/15/2009	Exposure; illumination method and apparatus	B2	30	0
5000367	utility	2/10/2009	Exposure; illumination method and apparatus	B2	16	0
5000368	utility	11/17/2009	Exposure; illumination method and apparatus	B2	17	0
5000369	utility	3/28/2009	Photoresist / process method and apparatus	B2	26	0
5000370	utility	11/16/2009	Photoresist / process method and apparatus	B2	27	0
5000371	utility	1/15/2009	Masks / reticles method and apparatus	B2	10	0
5000372	utility	10/20/2009	Masks / reticles method and apparatus	B2	21	0
5000373	utility	11/18/2009	Photoresist / process method and apparatus	B2	25	0
5000374	utility	12/17/2009	Photoresist / process method and apparatus	B2	20	0
5000375	utility	3/22/2009	Masks / reticles method and apparatus	B2	22	0
5000376	utility	6/13/2010	Exposure apparatus method and apparatus	B2	19	0
5000377	utility	9/21/2010	Alignment / registration method and apparatus	B2	25	0
5000378	utility	5/17/2010	Exposure; illumination method and apparatus	B2	22	0
5000379	utility	7/16/2010	Exposure apparatus method and apparatus	B2	27	0
5000380	utility	10/23/2010	Alignment / registration method and apparatus	B2	18	0
5000381	utility	9/21/2010	Exposure; illumination method and apparatus	B2	22	0
5000382	utility	2/16/2010	Exposure; illumination method and apparatus	B2	20	0
5000383	utility	6/30/2010	Exposure apparatus method and apparatus	B2	9	0
5000384	utility	12/1/2010	Exposure; illumination method and apparatus	B2	29	0
5000385	utility	8/9/2010	Alignment / registration method and apparatus	B2	12	0
5000386	utility	7/7/2010	Alignment / registration method and apparatus	B2	9	0
5000387	utility	5/28/2010	Exposure apparatus method and apparatus	B2	10	0
5000388	utility	5/24/2010	Alignment / registration method and apparatus	B2	27	0
5000389	utility	2/19/2010	Exposure apparatus method and apparatus	B2	20	0
5000390	utility	7/7/2010	Exposure; illumination method and apparatus	B2	12	0
5000391	utility	1/24/2010	Exposure; illumination method and apparatus	B2	9	0
5000392	utility	9/23/2010	Resist coating method and apparatus	B2	22	0
5000393	utility	11/10/2010	Exposure apparatus method and apparatus	B2	18	0
5000394	utility	6/3/2010	Exposure; illumination method and apparatus	B2	26	0
